InvoiceNo,InvoiceDate,DealerName,PaymentDate
102708,16-01-2020,1385,23-01-2020
102709,22-01-2020,1566,29-01-2020
102710,19-01-2020,1060,20-02-2020
102711,02-01-2020,1350,18-01-2020
102712,04-01-2020,1577,03-03-2020
102713,28-01-2020,1518,15-02-2020
102714,05-01-2020,1375,27-01-2020
102715,17-01-2020,1401,17-02-2020
102716,31-01-2020,1322,17-03-2020
102717,09-01-2020,1005,03-03-2020
102718,13-01-2020,1484,22-01-2020
102719,19-01-2020,1488,08-03-2020
102720,12-01-2020,1332,08-03-2020
102721,07-01-2020,1425,25-02-2020
102722,22-01-2020,1204,10-02-2020
102723,28-01-2020,1199,16-03-2020
102724,29-01-2020,1296,24-02-2020
102725,27-01-2020,1528,09-02-2020
102726,31-01-2020,1413,23-03-2020
102727,02-01-2020,1041,24-02-2020
102728,22-01-2020,1192,09-03-2020
102729,10-01-2020,1384,07-02-2020
102730,23-01-2020,1383,12-02-2020
102731,25-01-2020,1195,21-02-2020
102732,15-01-2020,1495,13-03-2020
102733,21-01-2020,1315,13-02-2020
102734,17-01-2020,1602,31-01-2020
102735,04-01-2020,1007,22-02-2020
102736,16-01-2020,1445,20-02-2020
102737,13-01-2020,1118,25-01-2020
102738,24-01-2020,1449,01-02-2020
102739,03-01-2020,1585,04-02-2020
102740,01-01-2020,1033,29-02-2020
102741,08-01-2020,1440,24-02-2020
102742,13-01-2020,1194,07-03-2020
102743,26-01-2020,1237,23-03-2020
102744,06-01-2020,1302,19-01-2020
102745,28-01-2020,1649,28-03-2020
102746,11-01-2020,1076,01-03-2020
102747,10-01-2020,1296,06-02-2020
102748,13-01-2020,1295,09-02-2020
102749,18-01-2020,1606,15-02-2020
102750,08-01-2020,1415,05-02-2020
102751,13-01-2020,1447,06-03-2020
102752,26-01-2020,1628,03-02-2020
102753,28-01-2020,1177,22-02-2020
102754,01-01-2020,1154,17-01-2020
102755,12-01-2020,1529,08-03-2020
102756,21-01-2020,1583,02-03-2020
102757,20-01-2020,1322,07-03-2020
102758,25-01-2020,1598,12-03-2020
102759,27-01-2020,1220,29-02-2020
102760,25-01-2020,1434,14-03-2020
102761,07-01-2020,1472,15-01-2020
102762,01-01-2020,1623,24-01-2020
102763,28-01-2020,1484,17-02-2020
102764,27-01-2020,1186,03-02-2020
102765,12-01-2020,1407,26-01-2020
102766,21-01-2020,1440,31-01-2020
102767,21-01-2020,1164,13-02-2020
102768,18-01-2020,1380,08-02-2020
102769,26-01-2020,1209,09-03-2020
102770,09-01-2020,1432,20-01-2020
102771,24-01-2020,1455,15-03-2020
102772,24-01-2020,1580,09-02-2020
102773,25-01-2020,1397,15-02-2020
102774,06-01-2020,1063,22-02-2020
102775,01-01-2020,1307,20-01-2020
102776,07-01-2020,1160,29-01-2020
102777,09-01-2020,1161,16-02-2020
102778,21-01-2020,1349,20-02-2020
102779,29-01-2020,1535,23-02-2020
102780,22-01-2020,1001,29-02-2020
102781,01-01-2020,1316,06-02-2020
102782,19-01-2020,1249,09-03-2020
102783,03-01-2020,1484,27-02-2020
102784,09-01-2020,1089,19-02-2020
102785,10-01-2020,1376,25-01-2020
102786,19-01-2020,1017,26-01-2020
102787,25-01-2020,1022,05-03-2020
102788,24-01-2020,1510,31-01-2020
102789,31-01-2020,1087,21-03-2020
102790,25-01-2020,1539,05-03-2020
102791,27-01-2020,1375,17-02-2020
102792,25-01-2020,1210,20-03-2020
102793,19-01-2020,1282,24-02-2020
102794,29-01-2020,1412,26-03-2020
102795,27-01-2020,1133,03-03-2020
102796,31-01-2020,1040,10-02-2020
102797,20-01-2020,1616,10-03-2020
102798,30-01-2020,1339,12-02-2020
102799,31-01-2020,1356,10-03-2020
102800,17-01-2020,1123,30-01-2020
102801,18-01-2020,1634,16-02-2020
102802,29-01-2020,1589,06-02-2020
102803,16-01-2020,1481,08-02-2020
102804,19-01-2020,1576,19-02-2020
102805,07-01-2020,1326,31-01-2020
102806,06-01-2020,1091,02-02-2020
102807,07-01-2020,1371,27-02-2020
102808,26-01-2020,1261,20-03-2020
102809,11-01-2020,1225,19-01-2020
102810,29-01-2020,1650,05-02-2020
102811,11-01-2020,1533,24-02-2020
102812,08-01-2020,1531,19-02-2020
102813,01-01-2020,1391,28-02-2020
102814,01-01-2020,1314,25-02-2020
102815,01-01-2020,1128,11-01-2020
102816,13-01-2020,1018,22-02-2020
102817,29-01-2020,1177,25-02-2020
102818,23-01-2020,1532,17-03-2020
102819,28-01-2020,1573,23-03-2020
102820,16-01-2020,1619,31-01-2020
102821,05-01-2020,1255,31-01-2020
102822,19-01-2020,1570,07-03-2020
102823,12-01-2020,1207,29-02-2020
102824,09-01-2020,1417,03-03-2020
102825,23-01-2020,1621,23-02-2020
102826,14-01-2020,1089,08-02-2020
102827,13-01-2020,1327,10-02-2020
102828,05-01-2020,1267,22-01-2020
102829,23-01-2020,1211,23-03-2020
102830,20-01-2020,1600,15-03-2020
102831,28-01-2020,1199,28-02-2020
102832,27-01-2020,1299,24-02-2020
102833,24-01-2020,1572,10-02-2020
102834,18-01-2020,1013,11-03-2020
102835,23-01-2020,1033,27-02-2020
102836,05-01-2020,1124,29-02-2020
102837,17-01-2020,1114,09-02-2020
102838,21-01-2020,1442,05-02-2020
102839,06-01-2020,1360,24-02-2020
102840,06-01-2020,1503,15-02-2020
102841,06-01-2020,1339,29-02-2020
102842,01-01-2020,1236,17-01-2020
102843,16-01-2020,1453,31-01-2020
102844,06-01-2020,1082,17-01-2020
102845,04-01-2020,1074,06-02-2020
102846,14-01-2020,1179,12-02-2020
102847,10-01-2020,1631,20-02-2020
102848,07-01-2020,1186,19-02-2020
102849,13-01-2020,1242,06-02-2020
102850,09-01-2020,1043,04-02-2020
102851,02-01-2020,1315,25-02-2020
102852,06-01-2020,1220,29-02-2020
102853,01-01-2020,1281,08-01-2020
102854,09-01-2020,1240,05-02-2020
102855,08-01-2020,1564,26-02-2020
102856,10-01-2020,1160,29-01-2020
102857,23-01-2020,1044,31-01-2020
102858,27-01-2020,1144,27-03-2020
102859,17-01-2020,1176,15-03-2020
102860,21-01-2020,1144,20-02-2020
102861,03-01-2020,1158,21-02-2020
102862,26-01-2020,1602,22-03-2020
102863,25-01-2020,1383,04-02-2020
102864,05-01-2020,1228,01-02-2020
102865,15-01-2020,1421,04-03-2020
102866,30-01-2020,1014,17-03-2020
102867,28-01-2020,1501,09-02-2020
102868,04-01-2020,1363,25-01-2020
102869,23-01-2020,1513,02-03-2020
102870,02-01-2020,1496,28-02-2020
102871,19-01-2020,1048,27-02-2020
102872,12-01-2020,1091,09-03-2020
102873,24-01-2020,1286,17-03-2020
102874,28-01-2020,1176,10-02-2020
102875,02-01-2020,1500,26-01-2020
102876,04-01-2020,1439,17-01-2020
102877,13-01-2020,1277,27-01-2020
102878,30-01-2020,1569,05-03-2020
102879,21-01-2020,1030,03-02-2020
102880,05-01-2020,1105,05-02-2020
102881,27-01-2020,1554,24-03-2020
102882,28-01-2020,1518,21-02-2020
102883,20-01-2020,1192,23-02-2020
102884,17-01-2020,1166,29-02-2020
102885,05-01-2020,1595,21-02-2020
102886,05-01-2020,1008,20-01-2020
102887,28-01-2020,1502,16-02-2020
102888,31-01-2020,1570,29-02-2020
102889,18-01-2020,1040,22-02-2020
102890,22-01-2020,1350,09-03-2020
102891,14-01-2020,1383,09-02-2020
102892,27-01-2020,1502,13-02-2020
102893,02-01-2020,1586,23-02-2020
102894,15-01-2020,1299,30-01-2020
102895,30-01-2020,1142,15-03-2020
102896,08-01-2020,1075,30-01-2020
102897,13-01-2020,1410,20-01-2020
102898,07-01-2020,1125,04-03-2020
102899,17-01-2020,1023,02-03-2020
102900,18-01-2020,1050,13-03-2020
102901,09-01-2020,1632,20-02-2020
102902,28-01-2020,1152,01-03-2020
102903,14-01-2020,1288,05-03-2020
102904,26-01-2020,1330,09-03-2020
102905,05-01-2020,1418,01-03-2020
102906,19-01-2020,1646,07-03-2020
102907,12-01-2020,1078,24-01-2020
102908,08-01-2020,1401,17-01-2020
102909,15-01-2020,1643,02-02-2020
102910,27-01-2020,1582,26-02-2020
102911,12-01-2020,1557,06-03-2020
102912,23-01-2020,1428,08-02-2020
102913,07-01-2020,1159,25-01-2020
102914,22-01-2020,1335,22-02-2020
102915,06-01-2020,1247,01-03-2020
102916,19-01-2020,1352,27-01-2020
102917,07-01-2020,1458,22-02-2020
102918,02-01-2020,1009,26-02-2020
102919,15-01-2020,1310,17-02-2020
102920,28-01-2020,1479,28-02-2020
102921,24-01-2020,1017,17-03-2020
102922,29-01-2020,1332,26-02-2020
102923,27-01-2020,1539,07-02-2020
102924,04-01-2020,1463,02-03-2020
102925,09-01-2020,1284,02-03-2020
102926,20-01-2020,1327,27-01-2020
102927,04-01-2020,1250,11-02-2020
102928,05-01-2020,1306,28-01-2020
102929,04-01-2020,1637,22-01-2020
102930,28-01-2020,1043,15-02-2020
102931,26-01-2020,1271,07-02-2020
102932,13-01-2020,1507,03-02-2020
102933,25-01-2020,1562,08-03-2020
102934,02-01-2020,1116,08-02-2020
102935,04-01-2020,1639,19-02-2020
102936,26-01-2020,1476,10-03-2020
102937,17-01-2020,1097,21-02-2020
102938,04-01-2020,1331,16-01-2020
102939,30-01-2020,1230,13-03-2020
102940,16-01-2020,1508,24-02-2020
102941,11-01-2020,1570,19-02-2020
102942,21-01-2020,1417,18-03-2020
102943,17-01-2020,1141,28-01-2020
102944,04-01-2020,1549,18-01-2020
102945,20-01-2020,1088,19-03-2020
102946,27-01-2020,1574,03-03-2020
102947,05-01-2020,1045,13-01-2020
102948,25-01-2020,1107,07-03-2020
102949,15-01-2020,1291,10-03-2020
102950,09-01-2020,1123,26-01-2020
102951,01-01-2020,1487,15-02-2020
102952,16-01-2020,1170,24-01-2020
102953,25-01-2020,1373,21-02-2020
102954,05-01-2020,1140,07-02-2020
102955,16-01-2020,1161,03-03-2020
102956,13-01-2020,1273,13-02-2020
102957,26-01-2020,1648,29-02-2020
102958,29-01-2020,1593,26-02-2020
102959,20-01-2020,1596,26-02-2020
102960,17-01-2020,1249,31-01-2020
102961,06-01-2020,1207,15-01-2020
102962,11-01-2020,1527,08-03-2020
102963,17-01-2020,1321,09-02-2020
102964,01-01-2020,1287,19-02-2020
102965,03-01-2020,1273,24-01-2020
102966,31-01-2020,1293,19-03-2020
102967,28-01-2020,1227,18-02-2020
102968,29-01-2020,1254,22-03-2020
102969,20-01-2020,1344,01-02-2020
102970,01-01-2020,1521,08-02-2020
102971,22-01-2020,1249,24-02-2020
102972,21-01-2020,1489,23-02-2020
102973,14-01-2020,1287,10-02-2020
102974,22-01-2020,1178,01-02-2020
102975,02-01-2020,1332,26-01-2020
102976,28-01-2020,1020,16-03-2020
102977,04-01-2020,1163,05-02-2020
102978,09-01-2020,1449,16-02-2020
102979,06-01-2020,1602,01-03-2020
102980,12-01-2020,1192,03-02-2020
102981,14-01-2020,1640,07-03-2020
102982,11-01-2020,1498,08-03-2020
102983,02-01-2020,1140,10-01-2020
102984,07-01-2020,1523,29-01-2020
102985,25-01-2020,1342,13-02-2020
102986,29-01-2020,1106,19-03-2020
102987,14-01-2020,1292,01-02-2020
102988,05-01-2020,1096,19-02-2020
102989,01-01-2020,1516,05-02-2020
102990,20-01-2020,1105,10-02-2020
102991,11-01-2020,1234,28-02-2020
102992,25-01-2020,1585,28-02-2020
102993,12-01-2020,1047,03-03-2020
102994,12-01-2020,1475,13-02-2020
102995,12-01-2020,1173,19-02-2020
102996,27-01-2020,1281,11-02-2020
102997,01-01-2020,1546,06-02-2020
102998,06-01-2020,1197,12-02-2020
102999,05-01-2020,1120,26-02-2020
103000,10-01-2020,1058,27-01-2020
103001,22-01-2020,1242,13-02-2020
103002,11-01-2020,1523,26-02-2020
103003,13-01-2020,1373,04-02-2020
103004,23-01-2020,1144,01-03-2020
103005,04-01-2020,1517,06-02-2020
103006,29-01-2020,1015,25-02-2020
103007,29-01-2020,1054,28-02-2020
103008,10-01-2020,1461,20-02-2020
103009,12-01-2020,1410,09-02-2020
103010,27-01-2020,1012,25-03-2020
103011,23-01-2020,1059,17-02-2020
103012,16-01-2020,1260,15-03-2020
103013,24-01-2020,1078,20-02-2020
103014,09-01-2020,1215,20-02-2020
103015,24-01-2020,1115,04-03-2020
103016,07-01-2020,1384,10-02-2020
103017,04-01-2020,1089,01-03-2020
103018,26-01-2020,1573,17-02-2020
103019,02-01-2020,1277,21-02-2020
103020,19-01-2020,1320,10-02-2020
103021,09-01-2020,1622,08-02-2020
103022,18-01-2020,1365,28-01-2020
103023,12-01-2020,1372,11-02-2020
103024,22-01-2020,1436,12-03-2020
103025,27-01-2020,1244,21-02-2020
103026,07-01-2020,1326,20-02-2020
103027,26-01-2020,1231,08-02-2020
103028,15-01-2020,1473,09-03-2020
103029,30-01-2020,1611,24-02-2020
103030,18-01-2020,1433,12-02-2020
103031,31-01-2020,1490,22-02-2020
103032,08-01-2020,1450,15-01-2020
103033,26-01-2020,1245,09-03-2020
103034,29-01-2020,1257,06-03-2020
103035,20-01-2020,1234,20-02-2020
103036,09-01-2020,1159,20-02-2020
103037,16-01-2020,1318,05-03-2020
103038,08-01-2020,1436,02-02-2020
103039,29-01-2020,1549,14-03-2020
103040,11-01-2020,1460,20-01-2020
103041,05-01-2020,1546,23-02-2020
103042,21-01-2020,1329,31-01-2020
103043,15-01-2020,1628,24-01-2020
103044,17-01-2020,1647,02-02-2020
103045,05-01-2020,1305,22-02-2020
103046,10-01-2020,1191,15-02-2020
103047,10-01-2020,1371,07-02-2020
103048,05-01-2020,1482,26-02-2020
103049,21-01-2020,1207,14-03-2020
103050,15-01-2020,1566,27-01-2020
103051,09-01-2020,1276,21-01-2020
103052,01-01-2020,1646,27-02-2020
103053,14-01-2020,1300,09-02-2020
103054,18-01-2020,1608,11-02-2020
103055,17-01-2020,1197,10-03-2020
103056,23-01-2020,1228,06-03-2020
103057,10-01-2020,1232,20-02-2020
103058,10-01-2020,1001,13-02-2020
103059,27-01-2020,1618,03-02-2020
103060,18-01-2020,1118,16-03-2020
103061,05-01-2020,1266,14-02-2020
103062,08-01-2020,1261,27-01-2020
103063,26-01-2020,1388,26-02-2020
103064,11-01-2020,1117,24-02-2020
103065,04-01-2020,1146,23-01-2020
103066,11-01-2020,1279,23-01-2020
103067,11-01-2020,1012,28-01-2020
103068,12-01-2020,1578,20-02-2020
103069,26-01-2020,1151,16-02-2020
103070,24-01-2020,1230,22-03-2020
103071,03-01-2020,1603,05-02-2020
103072,19-01-2020,1381,30-01-2020
103073,30-01-2020,1533,15-02-2020
103074,24-01-2020,1498,07-03-2020
103075,21-01-2020,1046,21-03-2020
103076,25-01-2020,1414,12-02-2020
103077,08-01-2020,1581,24-01-2020
103078,22-01-2020,1370,08-03-2020
103079,15-01-2020,1385,15-03-2020
103080,22-01-2020,1158,10-02-2020
103081,14-01-2020,1026,08-03-2020
103082,07-01-2020,1639,26-02-2020
103083,06-01-2020,1571,24-01-2020
103084,31-01-2020,1481,06-03-2020
103085,08-01-2020,1181,06-03-2020
103086,04-01-2020,1608,26-02-2020
103087,10-01-2020,1233,08-03-2020
103088,07-01-2020,1088,27-01-2020
103089,16-01-2020,1385,15-03-2020
103090,03-01-2020,1034,31-01-2020
103091,05-01-2020,1487,24-01-2020
103092,28-01-2020,1212,04-02-2020
103093,31-01-2020,1046,12-02-2020
103094,29-01-2020,1058,27-03-2020
103095,14-01-2020,1462,08-03-2020
103096,10-01-2020,1105,27-02-2020
103097,23-01-2020,1342,21-02-2020
103098,07-01-2020,1241,26-01-2020
103099,23-01-2020,1135,12-02-2020
103100,17-01-2020,1579,10-02-2020
103101,23-01-2020,1610,15-03-2020
103102,17-01-2020,1074,12-03-2020
103103,08-01-2020,1028,10-02-2020
103104,18-01-2020,1620,11-03-2020
103105,23-01-2020,1584,23-02-2020
103106,19-01-2020,1513,12-03-2020
103107,07-01-2020,1636,25-02-2020
103108,05-01-2020,1056,30-01-2020
103109,04-01-2020,1473,14-02-2020
103110,30-01-2020,1258,21-03-2020
103111,24-01-2020,1084,31-01-2020
103112,15-01-2020,1398,17-02-2020
103113,09-01-2020,1143,17-01-2020
103114,15-01-2020,1034,03-02-2020
103115,17-01-2020,1411,17-02-2020
103116,14-01-2020,1286,13-03-2020
103117,06-01-2020,1550,14-02-2020
103118,13-01-2020,1479,30-01-2020
103119,06-01-2020,1206,24-01-2020
103120,11-01-2020,1561,04-03-2020
103121,31-01-2020,1128,21-03-2020
103122,02-01-2020,1336,14-02-2020
103123,13-01-2020,1486,21-01-2020
103124,01-01-2020,1439,10-02-2020
103125,28-01-2020,1413,14-02-2020
103126,04-01-2020,1376,01-02-2020
103127,12-01-2020,1362,28-01-2020
103128,27-01-2020,1163,24-02-2020
103129,27-01-2020,1081,19-03-2020
103130,31-01-2020,1065,06-03-2020
103131,16-01-2020,1291,15-03-2020
103132,11-01-2020,1147,07-03-2020
103133,10-01-2020,1082,13-02-2020
103134,23-01-2020,1351,02-02-2020
103135,29-01-2020,1646,27-03-2020
103136,24-01-2020,1322,22-03-2020
103137,02-01-2020,1396,07-02-2020
103138,19-01-2020,1329,14-03-2020
103139,29-01-2020,1215,04-03-2020
103140,14-01-2020,1599,31-01-2020
103141,28-01-2020,1223,22-03-2020
103142,17-01-2020,1415,15-03-2020
103143,03-01-2020,1411,08-02-2020
103144,20-01-2020,1327,18-03-2020
103145,23-01-2020,1287,02-03-2020
103146,05-01-2020,1366,14-01-2020
103147,03-01-2020,1590,16-02-2020
103148,21-01-2020,1519,09-03-2020
103149,22-01-2020,1444,18-03-2020
103150,28-01-2020,1002,09-03-2020
103151,17-01-2020,1255,28-02-2020
103152,01-01-2020,1329,03-02-2020
103153,29-01-2020,1576,15-03-2020
103154,29-01-2020,1248,08-03-2020
103155,26-01-2020,1515,14-02-2020
103156,28-01-2020,1205,14-02-2020
103157,18-01-2020,1104,25-02-2020
103158,16-01-2020,1111,23-02-2020
103159,21-01-2020,1310,27-02-2020
103160,25-01-2020,1072,29-02-2020
103161,19-01-2020,1196,07-02-2020
103162,23-01-2020,1051,23-02-2020
103163,18-01-2020,1533,16-02-2020
103164,25-01-2020,1302,18-02-2020
103165,27-01-2020,1411,24-02-2020
103166,20-01-2020,1014,23-02-2020
103167,13-01-2020,1315,27-02-2020
103168,20-01-2020,1640,07-03-2020
103169,07-01-2020,1043,03-02-2020
103170,19-01-2020,1576,25-02-2020
103171,24-01-2020,1493,11-03-2020
103172,31-01-2020,1635,14-02-2020
103173,07-01-2020,1265,03-02-2020
103174,25-01-2020,1448,11-03-2020
103175,04-01-2020,1348,07-02-2020
103176,13-01-2020,1226,26-02-2020
103177,31-01-2020,1078,10-03-2020
103178,10-01-2020,1046,16-02-2020
103179,13-01-2020,1356,26-01-2020
103180,13-01-2020,1526,21-02-2020
103181,17-01-2020,1527,04-02-2020
103182,07-01-2020,1614,31-01-2020
103183,21-01-2020,1186,28-01-2020
103184,20-01-2020,1359,16-03-2020
103185,11-01-2020,1600,05-03-2020
103186,31-01-2020,1146,27-02-2020
103187,24-01-2020,1020,31-01-2020
103188,09-01-2020,1601,04-03-2020
103189,29-01-2020,1504,10-03-2020
103190,05-01-2020,1418,24-02-2020
103191,08-01-2020,1484,29-01-2020
103192,14-01-2020,1201,23-02-2020
103193,02-01-2020,1025,23-02-2020
103194,07-01-2020,1637,17-02-2020
103195,19-01-2020,1049,04-03-2020
103196,03-01-2020,1582,09-02-2020
103197,19-01-2020,1548,17-02-2020
103198,21-01-2020,1179,05-03-2020
103199,23-01-2020,1244,14-03-2020
103200,28-01-2020,1036,12-03-2020
103201,12-01-2020,1336,03-02-2020
103202,27-01-2020,1329,14-03-2020
103203,17-01-2020,1081,01-03-2020
103204,19-01-2020,1469,11-03-2020
103205,17-01-2020,1268,10-03-2020
103206,09-01-2020,1621,18-01-2020
103207,20-01-2020,1086,16-02-2020
103208,02-01-2020,1176,24-02-2020
103209,03-01-2020,1473,23-01-2020
103210,01-01-2020,1073,17-01-2020
103211,28-01-2020,1294,03-03-2020
103212,14-01-2020,1347,29-01-2020
103213,27-01-2020,1023,25-03-2020
103214,24-01-2020,1287,19-03-2020
103215,21-01-2020,1202,02-02-2020
103216,02-01-2020,1251,21-01-2020
103217,11-01-2020,1638,25-02-2020
103218,31-01-2020,1139,15-02-2020
103219,08-01-2020,1647,22-01-2020
103220,11-01-2020,1199,14-02-2020
103221,11-01-2020,1254,27-01-2020
103222,12-01-2020,1555,26-02-2020
103223,20-01-2020,1352,18-03-2020
103224,20-01-2020,1442,03-03-2020
103225,07-01-2020,1206,27-02-2020
103226,12-01-2020,1416,01-02-2020
103227,30-01-2020,1648,03-03-2020
103228,30-01-2020,1324,10-03-2020
103229,15-01-2020,1367,10-03-2020
103230,13-01-2020,1583,17-02-2020
103231,08-01-2020,1197,23-01-2020
103232,02-01-2020,1161,02-03-2020
103233,07-01-2020,1132,20-02-2020
103234,08-01-2020,1569,21-01-2020
103235,14-01-2020,1611,20-02-2020
103236,18-01-2020,1378,03-03-2020
103237,12-01-2020,1433,15-02-2020
103238,15-01-2020,1467,24-01-2020
103239,29-01-2020,1144,25-02-2020
103240,17-01-2020,1045,31-01-2020
103241,24-01-2020,1260,27-02-2020
103242,28-01-2020,1560,18-02-2020
103243,24-01-2020,1245,17-02-2020
103244,02-01-2020,1225,25-02-2020
103245,18-01-2020,1274,18-03-2020
103246,06-01-2020,1171,15-01-2020
103247,21-01-2020,1475,28-02-2020
103248,20-01-2020,1590,16-03-2020
103249,01-01-2020,1345,17-02-2020
103250,29-01-2020,1125,18-03-2020
103251,07-01-2020,1642,01-03-2020
103252,23-01-2020,1274,05-03-2020
103253,10-01-2020,1271,28-01-2020
103254,16-01-2020,1634,26-01-2020
103255,31-01-2020,1453,07-02-2020
103256,01-01-2020,1560,09-02-2020
103257,20-01-2020,1640,13-03-2020
103258,20-01-2020,1586,09-02-2020
103259,14-01-2020,1476,18-02-2020
103260,09-01-2020,1323,03-03-2020
103261,06-01-2020,1106,12-02-2020
103262,25-01-2020,1416,24-02-2020
103263,21-01-2020,1426,20-02-2020
103264,19-01-2020,1614,25-02-2020
103265,01-01-2020,1071,24-01-2020
103266,23-01-2020,1160,30-01-2020
103267,29-01-2020,1607,20-02-2020
103268,21-01-2020,1034,28-02-2020
103269,15-01-2020,1624,06-03-2020
103270,07-01-2020,1246,21-02-2020
103271,07-01-2020,1432,23-02-2020
103272,18-01-2020,1205,15-02-2020
103273,19-01-2020,1488,11-02-2020
103274,16-01-2020,1508,05-03-2020
103275,20-01-2020,1518,09-02-2020
103276,04-01-2020,1530,28-02-2020
103277,12-01-2020,1336,20-02-2020
103278,15-01-2020,1292,08-03-2020
103279,21-01-2020,1616,12-03-2020
103280,09-01-2020,1357,10-02-2020
103281,18-01-2020,1249,24-02-2020
103282,06-01-2020,1402,20-01-2020
103283,15-01-2020,1245,15-03-2020
103284,09-01-2020,1442,25-02-2020
103285,25-01-2020,1563,07-03-2020
103286,29-01-2020,1209,26-03-2020
103287,23-01-2020,1091,26-02-2020
103288,26-01-2020,1190,05-03-2020
103289,03-01-2020,1018,11-02-2020
103290,11-01-2020,1165,29-01-2020
103291,18-01-2020,1449,15-02-2020
103292,31-01-2020,1633,09-03-2020
103293,13-01-2020,1399,19-02-2020
103294,11-01-2020,1050,05-03-2020
103295,16-01-2020,1200,31-01-2020
